STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_em,Employment indicator,sex,Sex,age,Age class,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2016,,80.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2017,,81.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2018,,82.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2019,,81.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2020,,80.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2021,,80.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2022,,82.0,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2023,,82.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2024,,81.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SE,Sweden,2025,,81.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2009,,71.4,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2010,,69.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2011,,67.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2012,,67.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2013,,66.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2014,,67.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2015,,68.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2016,,69.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2017,,72.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2018,,74.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2019,,75.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2020,,74.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2021,,76.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2022,,77.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2023,,77.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2024,,78.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SI,Slovenia,2025,,78.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2009,,68.3,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2010,,66.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2011,,66.8,,b,break in time series,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2012,,66.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2013,,66.9,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2014,,67.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2015,,69.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2016,,71.8,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2017,,73.2,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2018,,74.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2019,,75.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2020,,74.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2021,,74.6,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2022,,76.7,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2023,,77.5,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2024,,78.1,,,,,
dataflow,ESTAT:TIPSLM100(1.0),Employment rate,A,Annual,EMP_LFS,Total employment (resident population concept - LFS),T,Total,Y20-64,From 20 to 64 years,PC_POP,Percentage of total population,SK,Slovakia,2025,,78.1,,,,,
